Date,Close
12/4/2018 16:00:00,39.78
12/6/2018 16:00:00,40.82
12/7/2018 16:00:00,37.92
12/10/2018 16:00:00,37.2
12/11/2018 16:00:00,35.81
12/12/2018 16:00:00,35.17
12/13/2018 16:00:00,33.74
12/14/2018 16:00:00,33.42
12/17/2018 16:00:00,32.12
12/18/2018 16:00:00,31.34
12/19/2018 16:00:00,30.61
12/20/2018 16:00:00,29.66
12/21/2018 16:00:00,27.28
12/24/2018 13:00:00,27.17
12/26/2018 16:00:00,30.35
12/27/2018 16:00:00,30.46
12/28/2018 16:00:00,30.16
12/31/2018 16:00:00,30.64
1/2/2019 16:00:00,32.52
1/3/2019 16:00:00,30.1
1/4/2019 16:00:00,33.73
1/7/2019 16:00:00,42.18
1/8/2019 16:00:00,40.88
1/9/2019 16:00:00,42.1
1/10/2019 16:00:00,40.16
1/11/2019 16:00:00,39.57
1/14/2019 16:00:00,39.46
1/15/2019 16:00:00,40.49
1/16/2019 16:00:00,39.89
1/17/2019 16:00:00,41.63
1/18/2019 16:00:00,40.98
1/22/2019 16:00:00,39.91
1/23/2019 16:00:00,40.44
1/24/2019 16:00:00,43.29
1/25/2019 16:00:00,43.69
1/28/2019 16:00:00,43.86
1/29/2019 16:00:00,42.85
1/30/2019 16:00:00,44.13
1/31/2019 16:00:00,44.95
2/1/2019 16:00:00,45.21
2/4/2019 16:00:00,47.43
2/5/2019 16:00:00,48.16
2/6/2019 16:00:00,48.38
2/7/2019 16:00:00,46.86
2/8/2019 16:00:00,48.27
2/11/2019 16:00:00,46.98
2/12/2019 16:00:00,49.21
2/13/2019 16:00:00,50.2
2/14/2019 16:00:00,50.97
2/15/2019 16:00:00,52.08
2/19/2019 16:00:00,53.22
2/20/2019 16:00:00,53.64
2/21/2019 16:00:00,51.48
2/22/2019 16:00:00,64.47
2/25/2019 16:00:00,64.87
2/26/2019 16:00:00,65.08
2/27/2019 16:00:00,67.37
2/28/2019 16:00:00,66.29
3/1/2019 16:00:00,69.08
3/4/2019 16:00:00,67.05
3/5/2019 16:00:00,68.83
3/6/2019 16:00:00,71.89
3/7/2019 16:00:00,70.81
3/8/2019 16:00:00,71.27
3/11/2019 16:00:00,74.12
3/12/2019 16:00:00,70.72
3/13/2019 16:00:00,60.74
3/14/2019 16:00:00,61.82
3/15/2019 16:00:00,62.79
3/18/2019 16:00:00,63.61
3/19/2019 16:00:00,64.92
3/20/2019 16:00:00,64.97
3/21/2019 16:00:00,66.94
3/22/2019 16:00:00,63.91
3/25/2019 16:00:00,66.9
3/26/2019 16:00:00,64.31
3/27/2019 16:00:00,62.18
3/28/2019 16:00:00,64.39
3/29/2019 16:00:00,64.51
4/1/2019 16:00:00,69.11
4/2/2019 16:00:00,70.64
4/3/2019 16:00:00,68.6
4/4/2019 16:00:00,64.49
4/5/2019 16:00:00,63.4
4/8/2019 16:00:00,60.73
4/9/2019 16:00:00,59.32
4/10/2019 16:00:00,58.57
4/11/2019 16:00:00,58.65
4/12/2019 16:00:00,56.5
4/15/2019 16:00:00,56.59
4/16/2019 16:00:00,58.04
4/17/2019 16:00:00,56.6
4/18/2019 16:00:00,56.68
4/22/2019 16:00:00,58.2
4/23/2019 16:00:00,61.53
4/24/2019 16:00:00,60.97
4/25/2019 16:00:00,61.04
4/26/2019 16:00:00,63.44
4/29/2019 16:00:00,63.28
4/30/2019 16:00:00,63.59
5/1/2019 16:00:00,63.69
5/2/2019 16:00:00,64.39
5/3/2019 16:00:00,65.02
5/6/2019 16:00:00,65.75
5/7/2019 16:00:00,64.41
5/8/2019 16:00:00,64.92
5/9/2019 16:00:00,83.17
